,To_Country,Year,Total_Points,Albania,Armenia,Australia,Austria,Azerbaijan,Belarus,Belgium,Bosnia and Herzegovina,Bulgaria,Croatia,Cyprus,Czechia,Denmark,Estonia,Finland,France,Georgia,Germany,Greece,Hungary,Iceland,Ireland,Israel,Italy,Kazakhstan,Latvia,Lithuania,Luxembourg,Malta,"Moldova, Republic of",Monaco,Montenegro,Netherlands,North Macedonia,Norway,Poland,Portugal,Romania,Russian Federation,San Marino,Serbia,Slovakia,Slovenia,Spain,Sweden,Switzerland,Turkey,Ukraine,United Kingdom
495,Ukraine,2003,30,NaN,NaN,NaN,,NaN,NaN,,,NaN,,,NaN,NaN,3,NaN,,NaN,,,NaN,,,4,NaN,NaN,5,NaN,NaN,,NaN,NaN,NaN,,NaN,,10,,,8,NaN,NaN,NaN,,,,NaN,,,
496,Croatia,2003,29,NaN,NaN,NaN,5,NaN,NaN,,6,NaN,,,NaN,NaN,,NaN,,NaN,,1,NaN,,6,,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,,NaN,,,,,,NaN,NaN,NaN,8,,,NaN,3,,
497,Bosnia & Herzegovina,2003,27,NaN,NaN,NaN,7,NaN,NaN,,,NaN,8,,NaN,NaN,,NaN,,NaN,,,NaN,,,,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,,NaN,,,,,,NaN,NaN,NaN,,,,NaN,12,,
498,Greece,2003,25,NaN,NaN,NaN,,NaN,NaN,,,NaN,,12,NaN,NaN,,NaN,,NaN,5,,NaN,,1,,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,,NaN,,,,2,1,NaN,NaN,NaN,,,,NaN,4,,
499,France,2003,19,NaN,NaN,NaN,,NaN,NaN,,8,NaN,,,NaN,NaN,,NaN,,NaN,,,NaN,,,,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,,NaN,,3,2,6,,NaN,NaN,NaN,,,,NaN,,,
500,Israel,2003,17,NaN,NaN,NaN,,NaN,NaN,,,NaN,,,NaN,NaN,,NaN,8,NaN,,3,NaN,,,,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,,NaN,,,,,5,NaN,NaN,NaN,,1,,NaN,,,
501,Cyprus,2003,15,NaN,NaN,NaN,,NaN,NaN,,,NaN,,,NaN,NaN,,NaN,,NaN,,12,NaN,,,1,NaN,NaN,,NaN,NaN,2,NaN,NaN,NaN,,NaN,,,,,,NaN,NaN,NaN,,,,NaN,,,
502,Estonia,2003,14,NaN,NaN,NaN,,NaN,NaN,,,NaN,,,NaN,NaN,,NaN,,NaN,,,NaN,1,8,,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,,NaN,,,,,2,NaN,NaN,NaN,,,,NaN,,,3
503,Portugal,2003,13,NaN,NaN,NaN,,NaN,NaN,,,NaN,,,NaN,NaN,,NaN,6,NaN,,,NaN,,2,,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,,NaN,,,,,,NaN,NaN,NaN,,2,,NaN,,3,
504,Slovenia,2003,7,NaN,NaN,NaN,,NaN,NaN,,4,NaN,3,,NaN,NaN,,NaN,,NaN,,,NaN,,,,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,,NaN,,,,,,NaN,NaN,NaN,,,,NaN,,,
505,Latvia,2003,5,NaN,NaN,NaN,,NaN,NaN,,,NaN,,,NaN,NaN,5,NaN,,NaN,,,NaN,,,,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,,NaN,,,,,,NaN,NaN,NaN,,,,NaN,,,
506,Malta,2003,4,NaN,NaN,NaN,,NaN,NaN,,,NaN,,,NaN,NaN,,NaN,,NaN,,,NaN,,3,,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,,NaN,,,1,,,NaN,NaN,NaN,,,,NaN,,,
507,United Kingdom,2003,0,NaN,NaN,NaN,,NaN,NaN,,,NaN,,,NaN,NaN,,NaN,,NaN,,,NaN,,,,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,,NaN,,,,,,NaN,NaN,NaN,,,,NaN,,,
508,Latvia,2002,176,NaN,NaN,NaN,10,NaN,NaN,8,5,NaN,2,4,NaN,7,12,6,8,NaN,12,10,NaN,NaN,NaN,12,NaN,NaN,,12,NaN,7,NaN,NaN,NaN,NaN,7,NaN,NaN,NaN,,10,NaN,NaN,NaN,5,12,5,8,6,NaN,8
509,Malta,2002,164,NaN,NaN,NaN,8,NaN,NaN,7,4,NaN,12,10,NaN,12,7,2,6,NaN,10,6,NaN,NaN,NaN,10,NaN,NaN,7,3,NaN,,NaN,NaN,NaN,NaN,10,NaN,NaN,NaN,,5,NaN,NaN,NaN,10,10,4,4,5,NaN,12
510,United Kingdom,2002,111,NaN,NaN,NaN,12,NaN,NaN,6,7,NaN,,,NaN,6,6,8,1,NaN,8,7,NaN,NaN,NaN,5,NaN,NaN,5,8,NaN,10,NaN,NaN,NaN,NaN,4,NaN,NaN,NaN,,,NaN,NaN,NaN,8,,2,6,2,NaN,
511,Estonia,2002,111,NaN,NaN,NaN,3,NaN,NaN,4,10,NaN,5,,NaN,8,,10,,NaN,4,,NaN,NaN,NaN,2,NaN,NaN,12,7,NaN,2,NaN,NaN,NaN,NaN,6,NaN,NaN,NaN,2,3,NaN,NaN,NaN,6,,12,,8,NaN,7
512,France,2002,104,NaN,NaN,NaN,,NaN,NaN,10,8,NaN,,,NaN,5,3,12,,NaN,6,3,NaN,NaN,NaN,7,NaN,NaN,2,5,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,4,,NaN,NaN,NaN,3,8,8,10,,NaN,10
513,Cyprus,2002,85,NaN,NaN,NaN,,NaN,NaN,3,,NaN,10,,NaN,,4,4,,NaN,,12,NaN,NaN,NaN,,NaN,NaN,8,4,NaN,12,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,8,6,NaN,NaN,NaN,4,6,1,,,NaN,3
514,Spain,2002,81,NaN,NaN,NaN,,NaN,NaN,12,6,NaN,6,7,NaN,,,,12,NaN,7,4,NaN,NaN,NaN,6,NaN,NaN,,,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,,NaN,NaN,NaN,,,7,12,,NaN,2
515,Sweden,2002,72,NaN,NaN,NaN,4,NaN,NaN,1,12,NaN,,,NaN,10,8,7,,NaN,,1,NaN,NaN,NaN,3,NaN,NaN,4,10,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,,NaN,NaN,NaN,7,,,,4,NaN,1
516,Romania,2002,71,NaN,NaN,NaN,,NaN,NaN,,,NaN,,8,NaN,,,,4,NaN,1,8,NaN,NaN,NaN,8,NaN,NaN,,,NaN,6,NaN,NaN,NaN,NaN,12,NaN,NaN,NaN,,12,NaN,NaN,NaN,,5,,,7,NaN,
517,Russia,2002,55,NaN,NaN,NaN,,NaN,NaN,,,NaN,,5,NaN,,10,3,,NaN,,2,NaN,NaN,NaN,1,NaN,NaN,10,6,NaN,8,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,10,,NaN,NaN,NaN,,,,,,NaN,
518,Croatia,2002,44,NaN,NaN,NaN,6,NaN,NaN,,2,NaN,,6,NaN,,,,,NaN,3,5,NaN,NaN,NaN,,NaN,NaN,,,NaN,,NaN,NaN,NaN,NaN,5,NaN,NaN,NaN,,,NaN,NaN,NaN,12,,,5,,NaN,
519,Israel,2002,37,NaN,NaN,NaN,,NaN,NaN,2,,NaN,,,NaN,1,,5,10,NaN,5,,NaN,NaN,NaN,,NaN,NaN,3,,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,5,,NaN,NaN,NaN,,,,1,,NaN,5
520,Bosnia & Herzegovina,2002,33,NaN,NaN,NaN,7,NaN,NaN,,,NaN,7,,NaN,2,,,,NaN,,,NaN,NaN,NaN,,NaN,NaN,,,NaN,3,NaN,NaN,NaN,NaN,3,NaN,NaN,NaN,,,NaN,NaN,NaN,2,3,6,,,NaN,
521,Belgium,2002,33,NaN,NaN,NaN,,NaN,NaN,,,NaN,,,NaN,4,,,2,NaN,,,NaN,NaN,NaN,,NaN,NaN,,2,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,7,NaN,NaN,NaN,,1,3,,10,NaN,4
522,Slovenia,2002,33,NaN,NaN,NaN,2,NaN,NaN,,1,NaN,8,,NaN,,,,5,NaN,,,NaN,NaN,NaN,,NaN,NaN,,,NaN,,NaN,NaN,NaN,NaN,2,NaN,NaN,NaN,,,NaN,NaN,NaN,,7,,2,,NaN,6
523,Turkey,2002,29,NaN,NaN,NaN,,NaN,NaN,,,NaN,3,,NaN,,,,7,NaN,,,NaN,NaN,NaN,,NaN,NaN,,,NaN,,NaN,NaN,NaN,NaN,8,NaN,NaN,NaN,7,,NaN,NaN,NaN,,4,,,,NaN,
524,Greece,2002,27,NaN,NaN,NaN,,NaN,NaN,,,NaN,1,12,NaN,,,,,NaN,,,NaN,NaN,NaN,,NaN,NaN,,,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,6,8,NaN,NaN,NaN,,,,,,NaN,
525,Austria,2002,26,NaN,NaN,NaN,,NaN,NaN,5,,NaN,,1,NaN,,,,,NaN,,,NaN,NaN,NaN,,NaN,NaN,,,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,1,NaN,NaN,NaN,,,,7,12,NaN,
526,North Macedonia,2002,25,NaN,NaN,NaN,,NaN,NaN,,,NaN,4,3,NaN,,,1,,NaN,,,NaN,NaN,NaN,,NaN,NaN,,,NaN,5,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,12,,NaN,NaN,NaN,,,,,,NaN,
527,Finland,2002,24,NaN,NaN,NaN,,NaN,NaN,,3,NaN,,2,NaN,3,5,,,NaN,,,NaN,NaN,NaN,,NaN,NaN,,,NaN,,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,,,NaN,NaN,NaN,,,10,,,NaN,
528,Germany,2002,17,NaN,NaN,NaN,1,NaN,NaN,,,NaN,,,NaN,,1,,,NaN,,,NaN,NaN,NaN,,NaN,NaN,,,NaN,4,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,1,2,NaN,NaN,NaN,,2,,3,3,NaN,
529,Switzerland,2002,15,NaN,NaN,NaN,5,NaN,NaN,,,NaN,,,NaN,,,,3,NaN,2,,NaN,NaN,NaN,,NaN,NaN,1,,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,3,,NaN,NaN,NaN,1,,,,,NaN,
530,Lithuania,2002,12,NaN,NaN,NaN,,NaN,NaN,,,NaN,,,NaN,,2,,,NaN,,,NaN,NaN,NaN,,NaN,NaN,6,,NaN,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,4,NaN,NaN,NaN,,,,,,NaN,
531,Denmark,2002,7,NaN,NaN,NaN,,NaN,NaN,,,NaN,,,NaN,,,,,NaN,,,NaN,NaN,NaN,4,NaN,NaN,,1,NaN,1,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,,,NaN,NaN,NaN,,,,,1,NaN,
532,Estonia,2001,198,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,NaN,2,NaN,NaN,8,,NaN,8,NaN,10,12,NaN,10,10,6,NaN,NaN,12,12,NaN,12,NaN,NaN,NaN,12,NaN,10,12,,NaN,6,NaN,NaN,NaN,12,8,8,NaN,12,NaN,12
533,Denmark,2001,177,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,12,NaN,NaN,,12,NaN,4,NaN,12,6,NaN,12,12,7,NaN,NaN,10,6,NaN,6,NaN,NaN,NaN,10,NaN,12,7,8,NaN,,NaN,NaN,NaN,10,7,10,NaN,4,NaN,10
534,Greece,2001,147,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,5,NaN,NaN,5,6,NaN,3,NaN,8,,NaN,8,5,10,NaN,NaN,2,5,NaN,7,NaN,NaN,NaN,6,NaN,8,8,4,NaN,5,NaN,NaN,NaN,8,12,12,NaN,5,NaN,7
535,France,2001,142,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,NaN,6,NaN,NaN,6,10,NaN,,NaN,6,4,NaN,4,7,2,NaN,NaN,7,7,NaN,,NaN,NaN,NaN,8,NaN,7,10,12,NaN,12,NaN,NaN,NaN,6,3,6,NaN,1,NaN,6
536,Sweden,2001,100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,NaN,4,NaN,NaN,10,7,NaN,2,NaN,,,NaN,7,8,8,NaN,NaN,6,2,NaN,8,NaN,NaN,NaN,,NaN,2,5,5,NaN,2,NaN,NaN,NaN,,5,,NaN,8,NaN,8
537,Spain,2001,76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,NaN,,NaN,NaN,,3,NaN,5,NaN,,8,NaN,2,3,12,NaN,NaN,4,,NaN,,NaN,NaN,NaN,7,NaN,4,1,7,NaN,,NaN,NaN,NaN,1,,5,NaN,6,NaN,3
538,Slovenia,2001,70,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,NaN,8,NaN,NaN,,5,NaN,1,NaN,4,,NaN,6,2,1,NaN,NaN,,4,NaN,,NaN,NaN,NaN,4,NaN,6,6,,NaN,4,NaN,NaN,NaN,,2,7,NaN,,NaN,
539,Germany,2001,66,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,1,NaN,NaN,4,1,NaN,6,NaN,,1,NaN,,6,,NaN,NaN,1,,NaN,5,NaN,NaN,NaN,1,NaN,3,4,10,NaN,8,NaN,NaN,NaN,,10,,NaN,3,NaN,2
540,Malta,2001,48,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,,NaN,NaN,12,2,NaN,,NaN,1,3,NaN,3,,,NaN,NaN,,1,NaN,,NaN,NaN,NaN,,NaN,5,3,,NaN,7,NaN,NaN,NaN,,4,3,NaN,2,NaN,1
541,Croatia,2001,42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,NaN,,NaN,NaN,,,NaN,,NaN,3,7,NaN,,,,NaN,NaN,,,NaN,10,NaN,NaN,NaN,,NaN,,,,NaN,,NaN,NaN,NaN,5,,,NaN,10,NaN,
542,Turkey,2001,41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,7,NaN,NaN,3,,NaN,7,NaN,7,10,NaN,,,,NaN,NaN,,,NaN,4,NaN,NaN,NaN,3,NaN,,,,NaN,,NaN,NaN,NaN,,,,NaN,,NaN,
543,Russia,2001,37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,4,NaN,,NaN,,5,NaN,5,,3,NaN,NaN,8,10,NaN,2,NaN,NaN,NaN,,NaN,,,,NaN,,NaN,NaN,NaN,,,,NaN,,NaN,
544,Lithuania,2001,35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,NaN,,NaN,NaN,,,NaN,,NaN,,,NaN,1,1,4,NaN,NaN,5,,NaN,,NaN,NaN,NaN,5,NaN,,,,NaN,10,NaN,NaN,NaN,2,,1,NaN,,NaN,4
545,Bosnia & Herzegovina,2001,29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,10,NaN,NaN,7,,NaN,,NaN,,,NaN,,,,NaN,NaN,,,NaN,1,NaN,NaN,NaN,,NaN,,,,NaN,,NaN,NaN,NaN,7,,4,NaN,,NaN,
546,United Kingdom,2001,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,3,NaN,NaN,,,NaN,,NaN,2,,NaN,,4,,NaN,NaN,3,3,NaN,3,NaN,NaN,NaN,2,NaN,,2,2,NaN,3,NaN,NaN,NaN,,1,,NaN,,NaN,
547,Israel,2001,25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,NaN,,NaN,NaN,,,NaN,10,NaN,,2,NaN,,,,NaN,NaN,,,NaN,,NaN,NaN,NaN,,NaN,,,,NaN,,NaN,NaN,NaN,,,,NaN,7,NaN,
548,Portugal,2001,18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,,NaN,12,NaN,,,NaN,,,,NaN,NaN,,,NaN,,NaN,NaN,NaN,,NaN,,,,NaN,,NaN,NaN,NaN,,6,,NaN,,NaN,
549,Netherlands,2001,16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,,NaN,,NaN,,,NaN,,,5,NaN,NaN,,,NaN,,NaN,NaN,NaN,,NaN,,,6,NaN,1,NaN,NaN,NaN,4,,,NaN,,NaN,
550,Latvia,2001,16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,8,NaN,,NaN,,,NaN,,,,NaN,NaN,,8,NaN,,NaN,NaN,NaN,,NaN,,,,NaN,,NaN,NaN,NaN,,,,NaN,,NaN,
551,Poland,2001,11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,1,,NaN,,NaN,5,,NaN,,,,NaN,NaN,,,NaN,,NaN,NaN,NaN,,NaN,,,,NaN,,NaN,NaN,NaN,3,,2,NaN,,NaN,
552,Ireland,2001,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,,NaN,,NaN,,,NaN,,,,NaN,NaN,,,NaN,,NaN,NaN,NaN,,NaN,,,1,NaN,,NaN,NaN,NaN,,,,NaN,,NaN,5
553,Iceland,2001,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,2,,NaN,,NaN,,,NaN,,,,NaN,NaN,,,NaN,,NaN,NaN,NaN,,NaN,1,,,NaN,,NaN,NaN,NaN,,,,NaN,,NaN,
554,Norway,2001,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,,NaN,NaN,,,NaN,,NaN,,,NaN,,,,NaN,NaN,,,NaN,,NaN,NaN,NaN,,NaN,,,3,NaN,,NaN,NaN,NaN,,,,NaN,,NaN,
555,Denmark,2000,195,NaN,NaN,NaN,10,NaN,NaN,10,NaN,NaN,,4,NaN,,8,10,7,NaN,12,NaN,NaN,12,12,12,NaN,NaN,12,NaN,NaN,8,NaN,NaN,NaN,10,,10,NaN,NaN,1,12,NaN,NaN,NaN,NaN,10,12,10,1,NaN,12
556,Russia,2000,155,NaN,NaN,NaN,7,NaN,NaN,7,NaN,NaN,12,12,NaN,6,10,5,5,NaN,4,NaN,NaN,8,10,10,NaN,NaN,,NaN,NaN,12,NaN,NaN,NaN,,7,8,NaN,NaN,12,,NaN,NaN,NaN,NaN,5,5,2,,NaN,8
557,Latvia,2000,136,NaN,NaN,NaN,8,NaN,NaN,12,NaN,NaN,,1,NaN,8,12,12,3,NaN,7,NaN,NaN,10,8,4,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,4,3,12,NaN,NaN,,1,NaN,NaN,NaN,NaN,7,10,7,,NaN,7
558,Estonia,2000,98,NaN,NaN,NaN,3,NaN,NaN,2,NaN,NaN,6,6,NaN,4,,8,,NaN,5,NaN,NaN,5,7,6,NaN,NaN,10,NaN,NaN,7,NaN,NaN,NaN,7,,4,NaN,NaN,6,,NaN,NaN,NaN,NaN,,6,,2,NaN,4
559,Germany,2000,96,NaN,NaN,NaN,12,NaN,NaN,6,NaN,NaN,1,,NaN,2,,2,10,NaN,,NaN,NaN,6,5,,NaN,NaN,8,NaN,NaN,,NaN,NaN,NaN,8,,3,NaN,NaN,,4,NaN,NaN,NaN,NaN,12,,12,,NaN,5
560,Ireland,2000,92,NaN,NaN,NaN,4,NaN,NaN,4,NaN,NaN,5,7,NaN,5,4,1,4,NaN,,NaN,NaN,2,,2,NaN,NaN,1,NaN,NaN,10,NaN,NaN,NaN,3,,6,NaN,NaN,2,,NaN,NaN,NaN,NaN,3,4,8,7,NaN,10
561,Sweden,2000,88,NaN,NaN,NaN,,NaN,NaN,5,NaN,NaN,,,NaN,10,5,7,1,NaN,8,NaN,NaN,4,6,,NaN,NaN,,NaN,NaN,4,NaN,NaN,NaN,,6,5,NaN,NaN,,,NaN,NaN,NaN,NaN,6,,3,12,NaN,6
562,Malta,2000,73,NaN,NaN,NaN,2,NaN,NaN,1,NaN,NaN,8,8,NaN,3,1,,,NaN,3,NaN,NaN,,3,3,NaN,NaN,4,NaN,NaN,,NaN,NaN,NaN,1,8,2,NaN,NaN,7,8,NaN,NaN,NaN,NaN,1,3,,5,NaN,2
563,Croatia,2000,70,NaN,NaN,NaN,6,NaN,NaN,,NaN,NaN,,,NaN,,,6,8,NaN,6,NaN,NaN,,,,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,,10,,NaN,NaN,8,10,NaN,NaN,NaN,NaN,2,,6,8,NaN,
564,Turkey,2000,59,NaN,NaN,NaN,5,NaN,NaN,3,NaN,NaN,,,NaN,1,,4,12,NaN,10,NaN,NaN,,,,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,12,5,1,NaN,NaN,,,NaN,NaN,NaN,NaN,,1,5,,NaN,
565,Norway,2000,57,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,,,NaN,7,3,,,NaN,,NaN,NaN,7,4,7,NaN,NaN,6,NaN,NaN,3,NaN,NaN,NaN,,,,NaN,NaN,,,NaN,NaN,NaN,NaN,,7,,10,NaN,3
566,Iceland,2000,45,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,,,NaN,12,6,,,NaN,,NaN,NaN,,,5,NaN,NaN,7,NaN,NaN,,NaN,NaN,NaN,,,7,NaN,NaN,,,NaN,NaN,NaN,NaN,,8,,,NaN,
567,Netherlands,2000,40,NaN,NaN,NaN,,NaN,NaN,8,NaN,NaN,2,5,NaN,,,,2,NaN,1,NaN,NaN,1,1,8,NaN,NaN,,NaN,NaN,5,NaN,NaN,NaN,,,,NaN,NaN,,,NaN,NaN,NaN,NaN,4,,,3,NaN,
568,Austria,2000,34,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,,,NaN,,,3,,NaN,2,NaN,NaN,3,2,,NaN,NaN,5,NaN,NaN,2,NaN,NaN,NaN,,,,NaN,NaN,,,NaN,NaN,NaN,NaN,8,,4,4,NaN,1
569,North Macedonia,2000,29,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,10,2,NaN,,,,,NaN,,NaN,NaN,,,,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,,,,NaN,NaN,10,7,NaN,NaN,NaN,NaN,,,,,NaN,
570,United Kingdom,2000,28,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,4,3,NaN,,2,,,NaN,,NaN,NaN,,,1,NaN,NaN,3,NaN,NaN,6,NaN,NaN,NaN,,,,NaN,NaN,3,,NaN,NaN,NaN,NaN,,,,6,NaN,
571,Romania,2000,25,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,7,,NaN,,,,,NaN,,NaN,NaN,,,,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,,12,,NaN,NaN,,6,NaN,NaN,NaN,NaN,,,,,NaN,
572,Spain,2000,18,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,,10,NaN,,,,,NaN,,NaN,NaN,,,,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,,,,NaN,NaN,5,2,NaN,NaN,NaN,NaN,,,1,,NaN,
573,Finland,2000,18,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,,,NaN,,7,,,NaN,,NaN,NaN,,,,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,5,,,NaN,NaN,4,,NaN,NaN,NaN,NaN,,2,,,NaN,
574,Switzerland,2000,14,NaN,NaN,NaN,1,NaN,NaN,,NaN,NaN,,,NaN,,,,,NaN,,NaN,NaN,,,,NaN,NaN,2,NaN,NaN,,NaN,NaN,NaN,6,,,NaN,NaN,,5,NaN,NaN,NaN,NaN,,,,,NaN,
575,Cyprus,2000,8,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,3,,NaN,,,,,NaN,,NaN,NaN,,,,NaN,NaN,,NaN,NaN,1,NaN,NaN,NaN,,4,,NaN,NaN,,,NaN,NaN,NaN,NaN,,,,,NaN,
576,Israel,2000,7,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,,,NaN,,,,6,NaN,,NaN,NaN,,,,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,,1,,NaN,NaN,,,NaN,NaN,NaN,NaN,,,,,NaN,
577,France,2000,5,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,,,NaN,,,,,NaN,,NaN,NaN,,,,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,2,,,NaN,NaN,,3,NaN,NaN,NaN,NaN,,,,,NaN,
578,Belgium,2000,2,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,,,NaN,,,,,NaN,,NaN,NaN,,,,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,,2,,NaN,NaN,,,NaN,NaN,NaN,NaN,,,,,NaN,
579,Sweden,1999,163,NaN,NaN,NaN,6,NaN,NaN,7,12,NaN,,6,NaN,10,12,NaN,3,NaN,2,NaN,NaN,10,5,8,NaN,NaN,NaN,3,NaN,12,NaN,NaN,NaN,8,NaN,12,6,10,NaN,NaN,NaN,NaN,NaN,7,6,,NaN,6,NaN,12
580,Iceland,1999,146,NaN,NaN,NaN,2,NaN,NaN,8,,NaN,,12,NaN,12,10,NaN,,NaN,3,NaN,NaN,,4,10,NaN,NaN,NaN,8,NaN,10,NaN,NaN,NaN,7,NaN,10,4,4,NaN,NaN,NaN,NaN,NaN,,10,12,NaN,10,NaN,10
581,Germany,1999,140,NaN,NaN,NaN,10,NaN,NaN,10,10,NaN,3,,NaN,5,7,NaN,8,NaN,,NaN,NaN,5,,12,NaN,NaN,NaN,,NaN,3,NaN,NaN,NaN,12,NaN,3,12,12,NaN,NaN,NaN,NaN,NaN,6,7,2,NaN,12,NaN,1
582,Croatia,1999,118,NaN,NaN,NaN,8,NaN,NaN,5,8,NaN,,2,NaN,,3,NaN,7,NaN,10,NaN,NaN,4,6,7,NaN,NaN,NaN,6,NaN,5,NaN,NaN,NaN,1,NaN,,7,6,NaN,NaN,NaN,NaN,NaN,12,12,1,NaN,8,NaN,
583,Israel,1999,93,NaN,NaN,NaN,1,NaN,NaN,3,2,NaN,8,10,NaN,2,4,NaN,10,NaN,7,NaN,NaN,1,,,NaN,NaN,NaN,,NaN,6,NaN,NaN,NaN,4,NaN,2,10,8,NaN,NaN,NaN,NaN,NaN,1,8,3,NaN,3,NaN,
584,Estonia,1999,90,NaN,NaN,NaN,3,NaN,NaN,4,3,NaN,,,NaN,4,,NaN,4,NaN,6,NaN,NaN,2,8,1,NaN,NaN,NaN,1,NaN,7,NaN,NaN,NaN,5,NaN,5,8,7,NaN,NaN,NaN,NaN,NaN,8,1,10,NaN,,NaN,3
585,Bosnia & Herzegovina,1999,86,NaN,NaN,NaN,12,NaN,NaN,1,,NaN,10,,NaN,8,,NaN,6,NaN,8,NaN,NaN,3,,,NaN,NaN,NaN,,NaN,,NaN,NaN,NaN,3,NaN,7,5,,NaN,NaN,NaN,NaN,NaN,10,,6,NaN,7,NaN,
586,Denmark,1999,71,NaN,NaN,NaN,5,NaN,NaN,,,NaN,,8,NaN,,6,NaN,,NaN,,NaN,NaN,12,7,2,NaN,NaN,NaN,,NaN,4,NaN,NaN,NaN,,NaN,,1,3,NaN,NaN,NaN,NaN,NaN,5,5,8,NaN,,NaN,5
587,Netherlands,1999,71,NaN,NaN,NaN,4,NaN,NaN,12,4,NaN,,,NaN,7,,NaN,,NaN,,NaN,NaN,6,1,6,NaN,NaN,NaN,4,NaN,2,NaN,NaN,NaN,,NaN,,,2,NaN,NaN,NaN,NaN,NaN,3,3,4,NaN,5,NaN,8
